clinical_trial	gender	ethnicity	brief_title	initial_data_release_version_number	program_name	latest_data_release_version	arm_name	lab_test_panel_count	assay_method_count	clinicaltrials_link	pubmed_id	age_range	planned_visit_total_count	arm_accession	minimum_age	has_lab_test	latest_data_release_date	gender_included	analyte_preferred_count	maximum_age	research_focus	contract_grant_external_id	latest_data_release_version_number	race	actual_enrollment	initial_data_release_date	brief_description	biosample_type	shared_subject_count	max_age	study_accession	contract_grant_name	study_pi	species	initial_data_release_version	condition_or_disease	has_assessment	assessment_panel_count	age_unit	assay_method	min_age	doi
N	Male;Female	Not Specified	Genotype Polymorphism effects on Cholera Vaccine responses.	1.0	Population Genetics Analysis Program (1)	DR1	Cholera Vaccine Recipients		2D Gel (1);ELISA (2);Flow Cytometry (1);Luminex xMAP (3);Mass Spectrometry (2);SNP microarray (0)			14.0-80.0	5	ARM16	  14.00	N	2012-11-16	Female, Male	IgG (4000)	  80.00	Vaccine Response	HHSN266200400067C	1.0	Asian	1000	2012-11-16	Innate immunity gene products are known to be the first-line of host-defense and to control and assist the adaptive immune system. This research represents the opportunity to study, in detail, the responses longitudinally to vaccination (using clinical examination and laboratory assays) in a large ethnic population. Consequently, a prioritized set of genes and gene products from both systems will be evaluated.	Serum;Other		80.0	SDY23	Immune Response Polymorphisms: Typhoid/Cholera Vaccines	Diane Wagener: Research Triangle Institute, NC;Carol Whisnant: Research Triangle Institute, NC;Partha  Majumder: TCG-ISI Centre for Population Genomics, India;Herman Staats: Duke University, NC	Homo sapiens	DR1	cholera	N		Years	SNP microarray;ELISA;Flow Cytometry;Luminex xMAP;2D Gel;Mass Spectrometry	14.0	10.21430/M3J2PT6AOR
N	Male;Female;Not Specified	Other;Hispanic or Latino;Not Specified	Cellular and molecular characterization of the immune response in healthy NIH employees at baseline and after immunization with the H1N1 or seasonal influenza vaccines	15.0	NIH Center for Human Immunology, Autoimmunity and Inflammation (CHI)	DR52.1	Cohort2		ELISPOT (227);Flow Cytometry (2137);Transcription profiling by array (301);Virus Neutralization (564)		24725414;28881994	18.0-85.0	6	ARM557	  18.00	N	2024-07-25	Female, Male, Not Specified	B7 (853);B7-2 (1098);BDCA2, CD303 (245);CCR6 (245);CCR7 (1039);CD10 (853);CD103 (245);CD11c (245);CD123 (245);CD127 (245);CD14 (245);CD146 (245);CD154 (549);CD161 (245);CD19 (853);CD20 (853);CD21 (853);CD23 (853);CD27 (2137);CD3 (1039);CD38 (1098);CD39 (245);CD4 (1284);CD40 (245);CD45RO (2137);CD69 (549);CD8 (1039);CD83 (245);HLADR (490);IFNA (245);IFNG (549);IgD (853);IgG (853);IgM (853);IL17A (245);IL2 (549);IL2RA (245);IL4 (549);Perforin (549);SIGLEC-3 (245);TNFA (1039)	  85.00	Vaccine Response	CHI-1	52.1	Other;Black or African American;White;Asian;Not Specified	64	2015-09-18	The Center for Human Immunology, Autoimmunity, and Inflammatory Diseases proposes this protocol designed to obtain blood from healthy adult subjects (NIH employees) prior to vaccination and then at various time points after receiving the FDA-licensed seasonal and H1N1 influenza vaccine. These samples will be used to perform a comprehensive and detailed analysis of the immune system at baseline and in response to vaccination. To our knowledge, this protocol will be the first study to characterize the human cellular and molecular immune system parameters, or immunome, in a large number of healthy adults (NIH employees). This information may be useful in designing newer, more effective vaccines to prevent the spread of H1N1 influenza.	Serum;PBMC		85.0	SDY80	Center for Human Immunology, Autoimmunity and  Inflammation	John Tsang: NIH	Homo sapiens	DR15	influenza;swine influenza	N		Years	Virus Neutralization;Flow Cytometry;ELISPOT;Transcription profiling by array	18.0	10.21430/M3STAI2V6T
N			Discovery and intranasal administration of a SARS-CoV-2 broadly acting neutralizing antibody with activity against multiple Omicron subvariants	49.2	SeroNet	DR49.2	CD-1 mice administered with STI-9167 (0.05 mg/kg);Untreated CD-1 mice;Control Harbor H2L2 Mice;Harbor H2L2 Mice;CD-1 mice administered with STI-9167 (0.005 mg/kg);K18-hACE2 transgenic mice treated with STI-9167;K18-hACE2 transgenic mice treated with STI-9199;CD-1 mice administered with STI-9167 (0.5 mg/kg)		ELISA (0);Flow Cytometry (0);Immunohistochemistry (0);Neutralizing Antibody Titer Assay (0);Plaque Reduction Neutralization Assay (0);Pseudovirus Neutralization Assay (0);Surface Plasmon Resonance (0)		36044897	0.0-89.0	3	ARM7955;ARM7954;ARM7953;ARM7951;ARM7950;ARM7952;ARM7948;ARM7949	0	N	2023-10-26			89	Immune Response	U54CA260560	49.2			2023-10-26	To discover and characterize therapeutic antibodies with the breadth and potency of neutralizing activity required to treat newly diagnosed COVID-19 linked to recently emerged variants of concern including Omicron subvariants BA.1, BA.1.1, and BA.2.			89.0	SDY2408	Vulnerability of SARS- CoV-2 Infection in Lung Cancer Based on Serological Antibody Analyses	Adolfo Garcia-sastre: Icahn School of Medicine at Mount Sinai;Florian Krammer: Icahn School of Medicine at Mount Sinai;Viviana Simon: Icahn School of Medicine at Mount Sinai;Michael Schotsaert: Icahn School of Medicine at Mount Sinai		DR49.2	COVID-19	N		Years	Pseudovirus Neutralization Assay;ELISA;Neutralizing Antibody Titer Assay;Flow Cytometry;Immunohistochemistry;Plaque Reduction Neutralization Assay;Surface Plasmon Resonance	0.0	10.21430/M3MX4R10P8
N	Female;Male		CD4+ T cell differentiation studies	5.0	Modeling Immunity for Biodefense II	DR52.1	Unknown;Control;Case		Flow Cytometry (300)		23592971	0.0-0.12	26	ARM907;ARM908;ARM906	    .00	N	2024-07-25	Female, Male		  44.00	Immune Response	HHSN272201000056C	52.1		91	2013-11-01	Th17 cells mediate inflammatory and effector responses during infectious and immune-mediated diseases. The mechanisms of action modulating the plasticity between Th17 and Treg cells are incompletely understood. To gain a better understanding of the differentiation process we have constructed a computational model in COPASI that mimics CD4+ T cell differentiation and contemplates the plasticity between effector Th17 and Treg. Our computer simulations predicted that activation of peroxisome proliferator activated receptor gamma (PPARg) induces a switch from already differentiated Th17 into Treg. Experimental validation approaches support this in silico prediction. The conclusion of this project is that PPARg promotes differentiation of naive CD4+ T cells into Treg, downregulates Th17 differentiation and favors phenotype switch from Th17 into Treg cells.	Colon;Spleen;Mesenteric lymph node		0.12	SDY216	Virginia Bioinformatics Institute Modeling Immunity for Biodefense Contract	Adria Carbo: NIMML;Josep Bassaganya-Riera: NIMML;Raquel Hontecillas: NIMML	Mus musculus	DR5	colitis	N		Days	Flow Cytometry	0.0	10.21430/M36YGDV91N
N	Female;Male	Other;Not Specified	Decay of Memory T cells In Old Population	5.0	Immune Function and Biodefense in Children, Elderly, and Immunocompromised Populations	DR52.1	A2 - Seniors		Flow Cytometry (539);Other (106)		21515795	65.0-85.0	6	ARM455	  65.00	N	2024-07-25	Female, Male		  85.00	Immune Response	AI050032	52.1	White	70	2013-11-01	To expand our study of T cell memory repertoires in an aging population for which the repertoires may be decaying. These studies will provide data about the aging-specific dynamics of memory repertoires. 	PBMC;Other;B cell		85.0	SDY60	Generation and Decay of Memory T Cell in Young, Old and Immunocompromised Populations	Jack Gorski: BloodCenter of Wisconsin	Homo sapiens	DR5	Aging	N		Years	Other;Flow Cytometry	65.0	10.21430/M38OJI5XI0
N	Male;Female	Not Specified	Mild and severe COVID-19	45.0	Human Immunology Project Consortium (HIPC) RFA-AI-15-041	DR45	Emory cohort;Hong Kong cohort	LPS quantification (69)	CyTOF (139);ELISA (0);Flow Cytometry (93);Other (74);Q-PCR (69);RNA sequencing (58)		32788292	18.0-90.0	9	ARM5347;ARM5346	  18.00	Y	2022-09-02	Female, Male	B7 (139);CD11c (232);CD123 (232);CD127 (139);CD14 (232);CD16 (232);CD19 (139);CD20 (232);CD24 (139);CD27 (139);CD3 (232);CD34 (139);CD38 (139);CD4 (139);CD45RA (139);CD45RO (139);CD56 (232);CD7 (139);CD8 (93);Cd8a (139);HLADR (232);IFNA (93);IFNG (93);IgD (139);IL1B (93);IL2RA (139);IL6 (93);Ki67 (139);MCP1 (93);Perforin (93);TNFA (93)	  90.00	Infection Response	AI090023	45.0	Not Specified	201	2022-09-02	We analyzed immune responses in 76 COVID-19 patients and 69 healthy individuals from Hong Kong and Atlanta, Georgia, United States.	PBMC;Plasma		90.0	SDY1669	Systems Biological Analysis of Innate and Adaptive Responses to Vaccination (Emory)	Nadine Rouphael: Emory University	Homo sapiens	DR45	COVID-19	N		Years	Other;CyTOF;RNA sequencing;ELISA;Q-PCR;Flow Cytometry	18.0	10.21430/M3SBPTFZSN
N	Female	Not Hispanic or Latino	CD107 CTL assay	18.0	Human Immunology Project Consortium (HIPC) RFA-AI-14-007, RFA-AI-09-040	DR18	Donors		Flow Cytometry (15)			40.0-40.0	1	ARM2576	  40.00	N	2016-03-18	Female	CD107a (15);CD8 (15)	  40.00	Vaccine Response	AI090043	18.0	White	1	2016-03-18	CD107A/B assay against influenza infected lung epithelium.	Other		40.0	SDY506	Crossprotective CTL Against Influenza	Ellis Reinherz: Dana Farber Cancer Institute	Homo sapiens	DR18	influenza	N		Years	Flow Cytometry	40.0	10.21430/M3XV14B6A4
N			Multi-modal data integration using Markov Field graphical networks predicts B cell depletion and immune responses associated with protective intravenous BCG (IV-BCG) vaccination against tuberculosis in macaques	53.0	Immune Mechanisms of Protection Against Mycobacterium tuberculosis Center (IMPAc-TB)	DR53.1	Saline;BCG Vaccinated Cohort		Flow Cytometry (0);Luminex xMAP (0)		TBD		0	ARM8675;ARM8676		N	2024-10-24				Immune Response	75N93019C00071	53.1			2024-09-26	Multi-modal datasets provide rich information that can help identify critical multi-scale interactions underlying biological systems. However, identifying associations between features and outputs can be beset by spurious connections due to indirect impacts propagating through an unmapped biological network. We applied a probabilistic graphical modeling approach, Markov Fields, to dissect correlations between immune features in a public multi-modal dataset (systems serology, cytokines, cytometry) of macaques undergoing intravenous BCG vaccination against tuberculosis. This yielded an interaction network that interprets network paths underlying vaccine efficacy, and shows how correlations between features often arise indirectly. We next conducted experimental depletion of B cells during vaccination in macaques—which did not reduce protection against tuberculosis—to validate our Markov Field model’s predictions of network-wide shifts post-depletion. Finally, we highlight immune changes predicted to strongly affect intravenous BCG vaccine efficacy, showing that probabilistic graphical models increase the interpretability of multi-modal datasets for identifying new disease targets.				SDY2540	Immune Mechanisms of Protection Against Mycobacterium tuberculosis Center (IMPAc-TB) Harvard School of Public Health	Shu Wang: MIT		DR53	tuberculosis	N		Not Specified	Flow Cytometry;Luminex xMAP		10.21430/M38IT61DK0
N	Male;Female	Hispanic or Latino;Not Hispanic or Latino;Not Specified	Lymph node reservoirs for long-lived memory T cells	29.0	NIAID Investigator Initiated Program Project Applications (P01) PAR-16-413, PAR-13-254;Human Immunology Project Consortium (HIPC) RFA-AI-15-041	DR52.1	All subjects for lymph node memory T cell maintenance		CyTOF (15);Flow Cytometry (348);RNA sequencing (12)		30111633	9.0-76.0	1	ARM4675	   9.00	N	2024-07-25	Female, Male	Bcl6 (15);BDCA1 (15);CCR5 (31);CCR7 (355);CD103 (15);CD123 (15);CD127 (15);CD14 (15);CD16 (15);CD19 (15);CD223 (15);CD27 (15);CD278 (15);CD28 (15);CD3 (355);CD38 (15);CD4 (355);CD45RA (355);CD45RO (20);CD56 (15);CD57 (29);CD66b (15);CD69 (248);CD8 (355);CD95 (15);CXCR4 (31);CXCR5 (15);GranB (15);HLADR (15);hTIGIT (15);IL2RA (15);PD1 (20);Perforin (46);TNFRSF9 (15)	  76.00	Immune Response	AI128949;AI106697	52.1	White;Black or African American;Asian;Not Specified	51	2019-01-16	This study characterizes human memory T cells across multiple lymphoid and mucosal tissues from individual organ donors by transcriptional profling, high dimensional protein analysis on the single cell level by CyTOF, and T cell receptor repertoire profiling.	Lung lymph node;Thymus;Lymph node;Spleen;Bone Marrow;Whole blood;PBMC;Lung;Mesenteric lymph node;Inguinal lymph node	SDY1041 (2);SDY1885 (6);SDY1290 (15);SDY1097 (1);SDY1630 (6);SDY2188 (4)	76.0	SDY1389	Tissue compartmentalization of human lymphocytes;Human Anti-Viral Immune Responses In Tissues And Circulation (Columbia)	Donna Farber: Columbia University	Homo sapiens	DR29		N		Years	Flow Cytometry;RNA sequencing;CyTOF	9.0	10.21430/M3NBGEA98C
N	Male		Extensive homeostatic T cell phenotypic variation within the Collaborative Cross	24.0	Systems Approach to Immunity and Inflammation RFA-AI-11-017	DR29	T cell baseline phenotype		Flow Cytometry (822)		29166619	0.15-0.19	1	ARM4107	   8.00	N	2019-01-16	Male	CCR5 (555);CCR7 (262);CD127 (262);CD278 (293);CD29 (293);CD3 (529);CD4 (822);CD44 (822);CD62L (529);CD73 (293);CD8 (529);CXCR3 (555);IFNG (267);IL17 (267);IL2RA (560);Ki67 (262);TNFA (267)	  10.00	Immune Response	AI100625	29.0		476	2017-11-07	The Collaborative Cross (CC) is a panel of reproducible recombinant inbred mouse strains with high levels of standing genetic variation, thereby affording unprecedented opportunity to perform experiments in a small animal model containing controlled genetic diversity while allowing for genetic replicates. Here, we advance the utility of this unique mouse resource for immunology research, as it allows for both examination and genetic dissection of mechanisms behind adaptive immune states in mice with distinct and defined genetic makeups. This approach is founded on quantitative trait locus mapping: identifying genetically variant genome regions associated with phenotypic variance in traits-of-interest. Furthermore, the CC can be utilized for mouse model development; distinct strains have unique immunophenotypes and immune properties, making them suitable for research on particular diseases and infections. Here, we describe variation in cellular immune phenotypes across F1 crosses of CC strains, and reveal novel quantitative trait loci responsible for several immune phenotypes.	Spleen		0.19	SDY1176	Systems Immunogenetics of Biodefense Pathogens in the Collaborative Cross RFA-AI-11-017	Jennifer Lund: Fred Hutchinson Cancer Research Center;Jessica Graham: Fred Hutchinson Cancer Research Center	Mus musculus	DR24		N		Weeks	Flow Cytometry	0.15	10.21430/M3RKBKOYKS
N	Unknown	Other	Characterization of in vitro Stimulated B Cells from Human Subjects	2.0	Modeling Immunity for Biodefense II	DR52.1	Healthy_volunteer		ELISPOT (21);Flow Cytometry (58);Q-PCR (2954);Transcription profiling by array (18)		22468229;22554464	18.0-18.0	9	ARM743	  18.00	N	2024-07-25	Unknown	B7 (8);BAFF (2993);CD19 (16);CD27 (16);CD38 (6);CD59 (14);CD83 (3);IgG (10);IL10 (2993);IL15 (2993);IL2 (2993)	  18.00	Immune Response	HHSN272201000055C	52.1	Unknown	15	2013-06-12	During the human B cell (Bc) recall response, rapid cell division results in multiple Bc subpopulations. RNA microarray and functional analyses showed that proliferating CD27lo cells are a transient pre-plasmablast population, expressing genes associated with Bc receptor editing. Undivided cells had an active transcriptional program of non-ASC B cell functions, including cytokine secretion and costimulation, suggesting a link between innate and adaptive Bc responses. Transcriptome analysis suggested a gene regulatory network for CD27lo and CD27hi Bc differentiation.	B cell		18.0	SDY165	University of Rochester Center for Biodefense Immune Modeling II	Martin Zand: University of Rochester Medical Center	Homo sapiens	DR2		N		Years	Q-PCR;Flow Cytometry;ELISPOT;Transcription profiling by array	18.0	10.21430/M3GTK55VEV
N	Female		Unconventional ST2- and CD127-negative lung ILC2 populations are induced by the fungal allergen Alternaria	34.0	Asthma and Allergic Diseases Cooperative Research Centers (AADCRC) RFA-AI-15-032	DR52.1	RAG2 -/- mice PBS;Red5 mice PBS;RAG2 -/- miceAlternaria challenged;C57BL/6J Alternaria challenged;C57BL/6J PBS challenged;Red5 mice Alternaria challenged		ELISA (50);Flow Cytometry (440);Q-PCR (36);RNA sequencing (8)		31369800	0.12-0.15	7	ARM5023;ARM5020;ARM5021;ARM5022;ARM5018;ARM5019	   6.00	N	2024-07-25	Female	CD11c (94);CD127 (334);CD278 (84);CD44 (84);CD5 (6);CD6 (78);CD69 (84);Ifng (48);Il13 (64);IL17A (42);IL2RA (90);Il5 (76);Ki67 (12)	   8.00	Atopy/Allergy	AI070535	52.1		6	2020-04-16	Group 2 innate lymphoid cells (ILC2s) have been recognized for their ability to drive type 2 responses in experimental animal models in the absence of T cells. Mice intranasally challenged with Alternaria alternata, a fungal allergen associated with severe asthma and fatal exacerbations in humans, potently activates ILC2s via the IL-33/ST2 (IL-33R) axis to robustly secrete type 2 cytokines. Animal models, including Alternaria-induced lung inflammation in mice, have given us critical insight into pathways of ILC2 regulation that appear to apply to ILC2 responses in human disease.7 Thus, accurate identification of ILC2s in the lungs of mice is critical to future understanding of their biology and contribution to allergic disease. We assessed whether the conventional ILC2 identification markers ST2 and CD127.	Bronchoalveolar Lavage Fluid;Lung		0.15	SDY1536	Airway inflammation and airway remodeling RFA-AI-15-032	Taylor Doherty: University of California, San Diego	Mus musculus	DR34	asthma	N		Weeks	ELISA;Q-PCR;RNA sequencing;Flow Cytometry	0.12	10.21430/M3SMNPG422
N			A homologous or variant booster vaccine after Ad26.COV2.S immunization enhances SARS-CoV-2-specific immune responses in rhesus macaques	50.0	SeroNet	DR50	Four unvaccinated rhesus macaques;Animals immunized with 1011 vp Ad26.COV2.S, then boosted with 5 × 1010 vp Ad26.COV2.S or Ad26.COV2.S.351 (n=10).;Animals immunized with  5 × 1010 vp Ad26.COV2.S, then boosted with 5 × 1010 vp Ad26.COV2.S or Ad26.COV2.S.351 (n=10).		Cell Mediated Immunoassay (0);Chemiluminescent Assay (0);ELISA (0);ELISPOT (0);Flow Cytometry (0);Pseudovirus Neutralization Assay (0);RNA sequencing (0)		35191769	0.0-89.0	18	ARM8191;ARM8192;ARM8190	0	N	2023-12-15			89	Vaccine Response	U01CA260476	50.0			2023-12-15	To investigate if homologous or variant-specific booster immunizations may further potentiate the effectiveness of Ad26.COV2.S.			89.0	SDY2447	Immunologic Signatures of SARS-CoV-2 Vaccination and Disease	Dan Barouch: Harvard Medical School;Galit Alter: Ragon Institute of Mgh, Mit And Harvard;Caroline Atyeo: Harvard T.h. Chan School of Public Health;Abishek Chandrashekar: Harvard Medical School;Xuan He: Harvard Medical School		DR50	COVID-19	N		Years	RNA sequencing;ELISPOT;Pseudovirus Neutralization Assay;ELISA;Flow Cytometry;Cell Mediated Immunoassay;Chemiluminescent Assay	0.0	10.21430/M3M4NQO6CB
